_data_filename,_data__filedata_Area,_data__filedata_favor,_data__filedata_Content,_data__filedata_forward,_data__filedata_Follower,_data__filedata_Time,_data__filedata_comment,_data__filedata_ID,_data__filedata_Gender,
html_Fri_May_20_000000_CST_2022_14.json,辽宁,0,马//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,204,05月20日 14:53,0,吾辈一向高高冷冷,female,
html_Fri_May_20_000000_CST_2022_14.json,山东,0,//@小人物zj呀:🐴//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,7,05月20日 14:53,0,山海随平,female,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,1353,05月20日 14:53,0,啊罗-ROY小天使,female,
html_Fri_May_20_000000_CST_2022_14.json,湖北,0,。//@阿海就是厉害 :码一下//@解灵阳_嗑到迷幻 :///@Rikki_杰 :上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,67,05月20日 14:53,0,季梓钰,male,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,694,05月20日 14:53,0,Mimo_萌萌萌锅,male,
html_Fri_May_20_000000_CST_2022_14.json,江西,0,🐴//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,1,118,05月20日 14:52,0,小人物zj呀,female,
html_Fri_May_20_000000_CST_2022_14.json,内蒙古,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,7,05月20日 14:52,0,穆河北州,female,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,155,05月20日 14:52,0,没有办法不咩咩,female,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,48,05月20日 14:52,0,巴啦啦大公主,female,
html_Fri_May_20_000000_CST_2022_14.json,北京,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,310,05月20日 14:52,0,楠风沐,female,
html_Fri_May_20_000000_CST_2022_14.json,上海,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,335,05月20日 14:52,0,森成百川,male,
html_Fri_May_20_000000_CST_2022_14.json,湖南,0,//@阿徵peony:好的//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,2,67,05月20日 14:52,0,言寺两万斤,female,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,1,05月20日 14:52,0,反正我是磕到了,female,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,110,05月20日 14:52,0,拖延的阿肆,male,
html_Fri_May_20_000000_CST_2022_14.json,福建,0,//@阿海就是厉害: 码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,44,05月20日 14:52,0,嗑拉星人,female,
html_Fri_May_20_000000_CST_2022_14.json,四川,1,屯//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,11,05月20日 14:52,0,琴琴瑟瑟琵琵琶琶路上逢,female,
html_Fri_May_20_000000_CST_2022_14.json,湖北,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,134,05月20日 14:52,0,新年争取拿高分赚大钱,female,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,m吧//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,156,05月20日 14:52,0,_努力在当下_,female,
html_Fri_May_20_000000_CST_2022_14.json,海南,0,🐴//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,183,05月20日 14:52,0,游968,female,
html_Fri_May_20_000000_CST_2022_14.json,安徽,0,码一下//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,60,05月20日 14:52,0,倩倩要喝姜茶,female,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,哦～马克//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,152,05月20日 14:52,0,二亿美金,female,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,1,05月20日 14:52,0,leahwind,female,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,马一下//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,74,05月20日 14:52,0,香程雪泡泡,female,
html_Fri_May_20_000000_CST_2022_14.json,江西,0,好东西//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,1,139,05月20日 14:52,0,木浦限定甜心酷盖,female,
html_Fri_May_20_000000_CST_2022_14.json,山东,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,328,05月20日 14:52,0,_亲爱的藤井树,female,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,36,05月20日 14:52,0,归溪十二里之南柯巷,female,
html_Fri_May_20_000000_CST_2022_14.json,江西,0,马克//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,5,05月20日 14:52,0,玩具卡卡卡卡车,male,
html_Fri_May_20_000000_CST_2022_14.json,湖北,0,//@阿海就是厉害 :码一下//@解灵阳_嗑到迷幻 :///@Rikki_杰 :上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,590,05月20日 14:52,0,我是小欢磕cp那个欢,female,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,33,05月20日 14:52,0,氢氧钾钠银,male,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,//@阿海就是厉害 :码一下//@解灵阳_嗑到迷幻 :///@Rikki_杰 :上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,135,05月20日 14:51,0,我心上住着一座长安城啊,female,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,马//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,145,05月20日 14:51,0,枢九真的很垃圾,female,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,0,05月20日 14:51,0,吃饭不出声同学,female,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,试试//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,269,05月20日 14:51,0,_VanishA,female,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,这个等我什么时候验证下//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,589,05月20日 14:51,0,馍卡的萧少,female,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,🐴马//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,18,05月20日 14:51,0,叫我小朋友呀哈哈哈,female,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,125,05月20日 14:51,0,梦梦慕慕,female,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,88,05月20日 14:51,0,辛辣食物诶,female,
html_Fri_May_20_000000_CST_2022_14.json,unknown,1,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,75,05月20日 14:51,0,猛犸去哪里,female,
html_Fri_May_20_000000_CST_2022_14.json,unknown,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,26,05月20日 14:51,1,Yjhtk,male,
html_Fri_May_20_000000_CST_2022_14.json,湖南,1,好的//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,4,171,05月20日 14:51,0,阿徵peony,female,
html_Fri_May_20_000000_CST_2022_14.json,浙江,0,卧槽//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,20,05月20日 14:51,0,多睡觉少生气嘛,female,
html_Fri_May_20_000000_CST_2022_14.json,山东,0,🐴//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,434,05月20日 14:51,0,人间不一,female,
html_Fri_May_20_000000_CST_2022_14.json,辽宁,1064,码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,7500,61.6万,05月20日 14:51,30,阿海就是厉害,female,
html_Fri_May_20_000000_CST_2022_14.json,福建,0,码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,13.8万,05月20日 14:32,0,18183游戏网,female,
html_Fri_May_20_000000_CST_2022_14.json,河南,0,发布了头条文章：《HTML5大前端面试技巧都有哪些？》 OHTML5大前端面试技巧都有哪些？,0,1837,05月20日 14:17,0,云和数据,male,
html_Fri_May_20_000000_CST_2022_14.json,广西,2,///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,8399,738,05月20日 14:07,5,解灵阳_嗑到迷幻,male,
html_Fri_May_20_000000_CST_2022_14.json,福建,0,《海康威视还有投资价值吗(海康威视值得投资吗) - 安士宝财经》4月29日，在节前最后一个交易日收盘后，宁德时代终于姗姗来迟地公布了2021年一季度财报。不出很多投资者预料，推迟两天发布的财报明显是利空的：<br />2022年一季度，宁德时代营业收入486.O网页链接,0,8,05月20日 14:06,0,没烦恼-11,female,
html_Fri_May_20_000000_CST_2022_15.json,新加坡,0,《Parenthood》女星#Erika Christensen#將會加入ABC電視台新劇《#Will Trent#》#Pilot#！ ustvmania.blogspot.com/2015/03/blog-post.html,0,2.9万,05月20日 14:06,0,USTVMania,male,
html_Fri_May_20_000000_CST_2022_15.json,unknown,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,783,05月20日 16:00,0,达_宝贝,female,
html_Fri_May_20_000000_CST_2022_15.json,unknown,0,🐎//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,2,05月20日 15:59,0,陪着拢龙吃芒果西米露,male,
html_Fri_May_20_000000_CST_2022_15.json,unknown,0,码住//@喔是陆沉的girl:🐴//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,15,05月20日 15:59,0,宇宙甜妹闻酱,male,
html_Fri_May_20_000000_CST_2022_15.json,unknown,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,12,05月20日 15:59,0,长草的慢慢羊,female,
html_Fri_May_20_000000_CST_2022_15.json,江苏,0,吗//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,10,05月20日 15:58,0,下雨天要睡大觉,female,
html_Fri_May_20_000000_CST_2022_15.json,unknown,0,马住//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,32,05月20日 15:58,0,疯狂磕JCB的惊蛰,female,
html_Fri_May_20_000000_CST_2022_15.json,unknown,0,🐎//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,46,05月20日 15:58,0,Mmia耶,male,
html_Fri_May_20_000000_CST_2022_15.json,湖北,0,办公软件小技巧//@菟菟菟菟砸:妙啊//@苏打味栗子:🐎//@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,3,1115,05月20日 15:58,0,脑洞安利,female,
html_Fri_May_20_000000_CST_2022_15.json,unknown,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,45,05月20日 15:58,0,MRDioright,female,
html_Fri_May_20_000000_CST_2022_15.json,安徽,0,🐴//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,9,05月20日 15:58,0,顾鱼于,female,
html_Fri_May_20_000000_CST_2022_15.json,安徽,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,1153,05月20日 15:57,0,北部恒星,female,
html_Fri_May_20_000000_CST_2022_15.json,unknown,0,🐴了//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,49,05月20日 15:57,0,仙草芋圆啵啵奶茶,female,
html_Fri_May_20_000000_CST_2022_15.json,unknown,0,马 PPT图片//@阿海就是厉害 :码一下//@解灵阳_嗑到迷幻 :///@Rikki_杰 :上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,10,05月20日 15:57,0,起名字要三思啊,female,
html_Fri_May_20_000000_CST_2022_15.json,unknown,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,1,05月20日 15:57,0,似潮似海,female,
html_Fri_May_20_000000_CST_2022_15.json,unknown,0,🐴//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,78,05月20日 15:57,0,小声说废话,male,
html_Fri_May_20_000000_CST_2022_15.json,unknown,0,码//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,78,05月20日 15:56,0,矀矀安,female,
html_Fri_May_20_000000_CST_2022_15.json,unknown,0,//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,97,05月20日 15:56,0,SloganC_,male,
html_Fri_May_20_000000_CST_2022_15.json,重庆,1,//@兔子烧 :好牛//@花渣渣渣渣花 :马//@阿海就是厉害 :码一下//@解灵阳_嗑到迷幻 :///@Rikki_杰 :上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原）。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,45,05月20日 15:56,0,崆心小马,male,
html_Fri_May_20_000000_CST_2022_15.json,unknown,0,ppt//@阿海就是厉害:码一下//@解灵阳_嗑到迷幻:///@Rikki_杰:上面所说的步骤需要4步：1、关闭PPT；2、更改后缀名rar（变身）；3、解压；4、再更加后缀名pptx（还原），这样才是完整的步骤。而这里还有一个方法：1、另存为html格式；2、马上得到装有图片的文件夹。word同理。,0,127,05月20日 15:56,0,耿直而渺茫,male,
