_data_filename,_data__filedata_Area,_data__filedata_favor,_data__filedata_Content,_data__filedata_forward,_data__filedata_Follower,_data__filedata_Time,_data__filedata_comment,_data__filedata_ID,_data__filedata_Gender,,
Java_Mon_May_09_000000_CST_2022_9.json,unknown,0,#毕业设计##计算机毕业设计##毕设#毕业设计接近尾声了，手上的项目快结束了，可以做比较急的，免费加急。计算机 软件 课程设计，毕业设计指导，Java，Python，PHP，jsp web，人脸识别，安卓Android，机器学习，毕设指导，代码讲解指导 。,0,113,05月09日 09:29,0,摇落秋弦,female,,
Java_Mon_May_09_000000_CST_2022_9.json,江苏,1,我应该清醒了清醒的方法是在高数课看java,0,262,05月09日 09:15,0,京三www,female,,
Java_Mon_May_09_000000_CST_2022_9.json,湖南,1,你妈！有的人重拾java只是为了计算从学校寄快递到底应该用顺丰还是ems,0,1241,05月09日 09:14,0,羊羊一口吃掉坨·,female,,
Java_Mon_May_09_000000_CST_2022_9.json,unknown,1,#毕业设计##计算机毕业设计##毕设#毕业设计做好再付，计算机 软件 设计指导，Java，Python，PHP，jsp web，人脸识别，安卓Android，毕设指导，代码讲解指导 。姐妹们，毕设接近尾声了，还没做的，快来 滴滴我哟,0,2487,05月09日 09:02,0,胖朱迪的半口奶酪,female,,
Java_Mon_May_09_000000_CST_2022_10.json,unknown,0,Java课 又冷又困又听不懂 谁懂,0,1,05月09日 09:01,0,jsudhb,female,,
Java_Mon_May_09_000000_CST_2022_10.json,湖南,0,毕业设计有人接Java作业吗，比较简单的一个通讯录系统，要求是用Javaweb，jsp，mysql实现就行了，要求是用户登录和增删改查，黑名单增删改查,0,194,05月09日 10:57,3,阿莫希林CurleyG,female,,
Java_Mon_May_09_000000_CST_2022_10.json,甘肃,1,谢谢当年明月和书友让我周一早上的Java课充满乐趣,0,106,05月09日 10:52,10,捉奕只卓_,female,,
Java_Mon_May_09_000000_CST_2022_10.json,unknown,0,谢谢当年明月和书友让我周一早上的Java课充满乐趣,0,214,05月09日 10:50,0,金色9091129,male,,
Java_Mon_May_09_000000_CST_2022_10.json,unknown,0,去年马斯克的书没看完1月的Java没学完2月的区块链没学完3月借的书没看完4月vue没学完 功能没写完什么都只搞了一点点什么都没搞完学了跟没学一样,0,1126,05月09日 10:41,1,洛伊伊伊洛,female,,
Java_Mon_May_09_000000_CST_2022_10.json,浙江,0,不考研我也要学习好咩！测试：Java、py、shell 测试相关,0,12,05月09日 10:33,0,博主正在學習中,male,,
Java_Mon_May_09_000000_CST_2022_10.json,安徽,3,不考研我也要学习好咩！测试：Java、py、shell 测试相关,0,733,05月09日 10:21,1,财经考试木子李,male,,
Java_Mon_May_09_000000_CST_2022_10.json,江西,0,JAVA.D6,0,16,05月09日 10:20,0,炫完茄子去睡觉,female,,
Java_Mon_May_09_000000_CST_2022_11.json,unknown,0,学Java这么久了 我连怎么新建都不会啊啊啊啊啊啊,0,17,05月09日 10:20,4,红色玫瑰鱼,female,,
Java_Mon_May_09_000000_CST_2022_11.json,unknown,0,Java 会hadoop技术的大佬接单滴滴我,0,214,05月09日 11:58,1,#NAME?,female,,
Java_Mon_May_09_000000_CST_2022_11.json,湖北,1,Python有没有像java一样，万物皆可tostring的方法改bug好难受,0,28,05月09日 11:55,1,简啊简简,female,,
Java_Mon_May_09_000000_CST_2022_11.json,上海,0,Python有没有像java一样，万物皆可tostring的方法改bug好难受,0,2,05月09日 11:52,0,影刀RPA技术交流分享,female,,
Java_Mon_May_09_000000_CST_2022_11.json,黑龙江,1,#哈尔滨web前端开发培训#设计师值得收藏的三个js前端动画库！#哈尔UI设计培训##哈尔滨Java开发培训#,0,59,05月09日 11:48,0,哈尔滨森大计算机设计培训学校,female,,
Java_Mon_May_09_000000_CST_2022_11.json,unknown,5,【TIOBE 5 月编程语言排行榜：C# 最受开发者欢迎，C++ 将冲击 Top 3】O网页链接 今天，最新的 TIOBE 5 月编程语言榜单出炉，和 4 月相比，本月编程语言 Top 10 并没有明显的位置变化，Top 3 是 Python、C、Java。,8,34.6万,05月09日 11:40,0,CSDN,male,,
Java_Mon_May_09_000000_CST_2022_11.json,江苏,0,【TIOBE 5 月编程语言排行榜：C# 最受开发者欢迎，C++ 将冲击 Top 3】O网页链接 今天，最新的 TIOBE 5 月编程语言榜单出炉，和 4 月相比，本月编程语言 Top 10 并没有明显的位置变化，Top 3 是 Python、C、Java。,0,50,05月09日 11:29,0,校招VIP,male,,
Java_Mon_May_09_000000_CST_2022_11.json,unknown,0,救命！！哈哈哈哈哈！！shu宝画风完全不一样！shu宝会做积分，shu宝会写java！！！shu宝还会python ！！Shu！cool！,0,114,05月09日 11:26,1,Hoanli,male,,
Java_Mon_May_09_000000_CST_2022_11.json,重庆,1,Java举的这什么勾八例子，无语又好笑。。。。,0,11,05月09日 11:22,0,_我的身旁是一扇亮了又暗的窗,male,,
Java_Mon_May_09_000000_CST_2022_11.json,unknown,0,我使用 Java 成功通过本题。执行用时战胜 100.0%的用户，快来挑战我吧！ O网页链接,0,15,05月09日 11:22,0,BeepC,male,,
Java_Mon_May_09_000000_CST_2022_11.json,浙江,0,我使用 Java 成功通过本题。执行用时战胜 100.0%的用户，快来挑战我吧！ O网页链接,0,68,05月09日 11:22,0,源字节1号,male,,
Java_Mon_May_09_000000_CST_2022_11.json,unknown,0,Java被黑的最惨的一次,0,18.2万,05月09日 11:11,0,苦逼it农民工,male,,
Java_Mon_May_09_000000_CST_2022_12.json,广东,0,绷不住了，我们java老师说学编程就像学英语一样,0,106,05月09日 11:07,3,又卑人添添叫丁丁,male,,
Java_Mon_May_09_000000_CST_2022_12.json,unknown,0,救命了java实验50分真的会哭,0,1,05月09日 12:58,0,Petulant7Zzzhang,female,,
Java_Mon_May_09_000000_CST_2022_12.json,法国,0,这个学期考的7788了剩一科最难的java可是从周四考完上周的最后一科起我就烂的要死没有学习也没有做好什么别的事情你好今天是新的一天吗,1,1159,05月09日 12:57,0,哎你很没品哎,female,,
Java_Mon_May_09_000000_CST_2022_12.json,广东,0,为什么java的题那么难 是因为我没有编程思想是吧 疲れた,0,16,05月09日 12:45,0,青猫目,male,,
Java_Mon_May_09_000000_CST_2022_12.json,美国,1,就凭我这学期final吃的苦，简历上一定要加上一条“精通Java”,0,3623,05月09日 12:20,1,Freedomfromfear,male,,
Java_Mon_May_09_000000_CST_2022_13.json,天津,0,感觉我不如叫java博主,0,200,05月09日 12:10,3,土ba鼠甜甜厨,female,,
Java_Mon_May_09_000000_CST_2022_13.json,新加坡,162,5776【投稿】java哥哭哭,3,1.4万,05月09日 13:55,34,嗯男隔空喊话bot,female,,
Java_Mon_May_09_000000_CST_2022_13.json,unknown,0,Java入门基础视频教程，java零基础自学首选黑马程序员Java入门教程（含Java项目和Java真题）#哔哩哔哩动画# OJava入门基础视频教程，java零基础自学首选黑马程序员Java入门教程（含Java项目和Java真题）,0,266,05月09日 13:52,1,牛奶糖人,female,,
Java_Mon_May_09_000000_CST_2022_14.json,广东,0,Java入门基础视频教程，java零基础自学首选黑马程序员Java入门教程（含Java项目和Java真题）#哔哩哔哩动画# OJava入门基础视频教程，java零基础自学首选黑马程序员Java入门教程（含Java项目和Java真题）,0,2964,05月09日 13:30,0,韶关鹏程万里人才网,male,,
Java_Mon_May_09_000000_CST_2022_14.json,湖北,0,我一个医学生为什么要学java ，要疯,0,114,05月09日 14:49,5,但为君故·沉吟至今,female,,
Java_Mon_May_09_000000_CST_2022_14.json,山东,6,大家好，请问大家有没有联机星露谷物语/饥荒/我的世界（Windows正版基岩版，我没有java版）/模拟农场2019等等种植向过家家向模拟经营向类型的游戏啊，一个人在那个世界里真的会孤独,0,145,05月09日 14:41,22,李彩娇的姜葱鸡,male,,
Java_Mon_May_09_000000_CST_2022_14.json,江苏,0,数据结构与算法-Python语言基础（完结）04.万门大学 人工智能与复杂系统60（完结）02 实用数据挖掘与人工智能一月特训班（更新中）02 Java零基础特训班课程共享：937449511 请备注微博,0,60,05月09日 14:27,0,wwsspe,female,,
Java_Mon_May_09_000000_CST_2022_14.json,unknown,0,我真的是骚鸡，这个讲java的老师声音好好听,0,8,05月09日 14:26,0,hoax-13,male,,
Java_Mon_May_09_000000_CST_2022_14.json,江苏,0,软件测试零基础从入门到精通培训06黑马黑马，上海37期Python全套视频，价值18800！黑马web前端黑马javeee视频教程云计算与大数据教程12期传智黑马java基础  全网独有 idea版的课程共享：937449511 请备注微博,0,60,05月09日 14:26,0,wwsspe,female,,
Java_Mon_May_09_000000_CST_2022_14.json,辽宁,2,啊啊啊啊啊啊啊变成Java厕了我要疯了！！！,0,85,05月09日 14:21,0,_Loghost_,female,,
Java_Mon_May_09_000000_CST_2022_14.json,江苏,0,基于Python玩转人工智能最火框架 TensorFlow应用实践12、程序猿的内功修炼，学好算法与数据结构11、Java秒杀系统方案优化 高性能高并发实战10、PHP2015-Redis视频教程-video课程共享：937449511 请备注微博,0,60,05月09日 14:21,0,wwsspe,female,,
Java_Mon_May_09_000000_CST_2022_14.json,江苏,0,现在每次看见Java哥只觉得好笑。,0,25,05月09日 14:21,0,无响应电子糖,female,,
Java_Mon_May_09_000000_CST_2022_14.json,湖北,0,天底下最好笑的笑话我的毕业论文主页写毕业论文而不是毕业设计但是却要我展示我的毕业设计成果然后还告诉我一个商学院的用java做毕设系统要求我有创新点你怎么那么会想呢,0,48,05月09日 14:19,0,超讨厌生姜,female,,
Java_Mon_May_09_000000_CST_2022_14.json,江苏,0,TensorFlow快速入门与实战 【完结】28.MySQL实战45讲【完结】27.Linux性能优化实战【完结】26.java核心技术36讲（音频版）课程共享：937449511 请备注微博,0,60,05月09日 14:17,0,wwsspe,female,,
Java_Mon_May_09_000000_CST_2022_14.json,江苏,0,数据结构与算法-Python语言基础（完结）04.万门大学 人工智能与复杂系统60（完结）02 实用数据挖掘与人工智能一月特训班（更新中）02 Java零基础特训班【完结】01 人工智能、大数据与复杂系统课程共享：937449511 请备注微博,0,60,05月09日 14:16,0,wwsspe,female,,
Java_Mon_May_09_000000_CST_2022_14.json,江苏,0,0软件测试零基础从入门到精通培训黑马，上海37期Python全套视频，价值18800！黑马web前端黑马javeee视频教程云计算与大数据教程12期传智黑马java基础  全网独有 idea版的课程共享：937449511 请备注微博,0,60,05月09日 14:13,0,wwsspe,female,,
Java_Mon_May_09_000000_CST_2022_14.json,江苏,0,年黑马360期的源码和课程资料2020黑马软件测试2019最新版传智黑马前端与移动开发就业班-无秘2019年最新 黑马程序员Java 1+2阶段教程【资料完整】2019版黑马新媒体运营视频课程共享：937449511 请备注微博,0,60,05月09日 14:11,0,wwsspe,female,,
Java_Mon_May_09_000000_CST_2022_14.json,unknown,0,对象映射框架-DozerDozerMapper/dozer: Dozer is a Java Bean to Java Bean mapper that recursively copies data from one object to another. O网页链接,0,64,05月09日 14:11,0,好书推荐OS,male,,
Java_Mon_May_09_000000_CST_2022_14.json,江苏,0,黑马前端双元基础班(2.0整理版)黑马程序员 突破Java面试 - 多线程黑马程序员 - 高级程序员必备技能Shell编程【完整资料】黑马程序员 - Swoole来编写高性能的api接口课程共享：937449511 请备注微博,0,60,05月09日 14:10,0,wwsspe,female,,
Java_Mon_May_09_000000_CST_2022_14.json,unknown,0,什麼Java又沒延期了到底每次我覺得我這樣不太好，太暴躁了，我的課業就告訴我，你沒有時間去思考你怎麼優化跟別人的關係，你的ddl不會等你,0,1086,05月09日 14:06,0,齊逸才YC-ken,female,,
Java_Mon_May_09_000000_CST_2022_14.json,江苏,0,尚硅谷 - 谷粒学院教育系统项目【完结、资料完整】2020年最新 角色预科网络班2020年最新 Nginx实战应用【完整资料】2020年最新 Java教程2班课程共享：937449511 请备注微博,0,60,05月09日 14:06,0,wwsspe,female,,
Java_Mon_May_09_000000_CST_2022_14.json,江苏,0,1王道计算机计算机组成原理2020最强Java面试题共（6000页）2020年最新尚硅谷 - JavaWeb_2020IDEA新版2020年最新 左神算法与数据结构课程共享：937449511 请备注微博,0,60,05月09日 14:06,0,wwsspe,female,,
Java_Mon_May_09_000000_CST_2022_14.json,江苏,0,Java编程思想训练实战 19天【资料完整】javaee19年10月毕业班elasticsearch快速实战教程24套手机摄影课程【无加密】课程共享：937449511 请备注微博,0,60,05月09日 14:05,0,wwsspe,female,,
Java_Mon_May_09_000000_CST_2022_14.json,江苏,0,Python学习-嵩天教授全套prometheus企业监控Photoshop零基础到精通培训班Linux开源数据库My SQL DBA运维实战【完整资料】Java大数据面试课程【6套】课程共享：937449511 请备注微博,0,60,05月09日 14:05,0,wwsspe,female,,
Java_Mon_May_09_000000_CST_2022_14.json,江苏,0,网易云课堂 - 面向程序员的HTTP及相关网络协议网易云课堂 - Python Web开发实战圣思园张龙 精通Java并发资料完整深度学习与PyTorch入门实战教程（价值399元）尚硅谷大数据项目之电商数仓3.0软件测试特训班课程共享：937449511 请备注微博,0,60,05月09日 14:04,0,wwsspe,female,,
Java_Mon_May_09_000000_CST_2022_14.json,湖北,1,Java新手学习java，各位有推荐笔记本嘛，5000-6500,0,82,05月09日 14:03,3,Chen陌白,male,,
Java_Mon_May_09_000000_CST_2022_15.json,湖北,5,笔记本电脑新手学习java，求推荐一款电脑，预算5000-6500,0,82,05月09日 14:01,3,Chen陌白,male,,
Java_Mon_May_09_000000_CST_2022_15.json,海南,3,硬核观察 #631 GNOME 专利巨魔被剥夺了专利 | ? GNOME 专利巨魔被剥夺了专利 ? 报告称 Oracle Java 的受欢迎程度在下滑 ? 加密货币市场下跌 2000 亿美元，11 月以来比特币下跌 50% … O网页链接,0,9万,05月09日 15:59,0,Linux中国,male,,
Java_Mon_May_09_000000_CST_2022_15.json,山西,0,硬核观察 #631 GNOME 专利巨魔被剥夺了专利 | ? GNOME 专利巨魔被剥夺了专利 ? 报告称 Oracle Java 的受欢迎程度在下滑 ? 加密货币市场下跌 2000 亿美元，11 月以来比特币下跌 50% … O网页链接,0,391,05月09日 15:52,1,努力努力再努力gzj7,male,,
Java_Mon_May_09_000000_CST_2022_15.json,浙江,1,救命 怎么卸个java还要重启电脑啊??我还是花钱去电脑店找人帮我重新安装一下电脑算了,0,227,05月09日 15:48,0,喜茶公主,female,,
Java_Mon_May_09_000000_CST_2022_15.json,浙江,1,在重置电脑终于把虚拟机 java python mysql dev那些乱七八糟的软件全部卸了,0,227,05月09日 15:36,0,喜茶公主,female,,
Java_Mon_May_09_000000_CST_2022_15.json,山东,0,#原来学计算机的不会修电脑#学计算机似乎学了个寂寞，我太垃圾了，什么都学过，c语言，c#c＋＋，甚至还有vb，当然java也学过，网页设计还学过，计算机组成原理，微机原理，单片机，汇编语言，自豪的说我学过很多，结果是没有一个掌握好的,0,301,05月09日 15:27,0,我当像鸟飞,female,,
Java_Mon_May_09_000000_CST_2022_15.json,广东,0,JAVA佳沃 IDRAGravel整车￥3690元,0,5.1万,05月09日 15:14,0,atBIKE_fei,male,,
Java_Mon_May_09_000000_CST_2022_15.json,unknown,1,计算机毕设 毕业设计快到尾声了还没做毕业设计的同学可以联系我 有现成成品 也可以定制毕设小程序，app。 java ，vue等不限制需求，可根据题目设计软件功能，可完整讲解代码及如何实现。计算机，，软件工程 计科，毕设 接急单,0,59,05月09日 15:08,1,笛沫Sunny,female,,
Java_Mon_May_09_000000_CST_2022_15.json,unknown,0,毕设 毕业设计快到尾声了还没做毕业设计的同学可以联系我 有现成成品 也可以定制毕设小程序，app。 java ，vue等不限制需求，可根据题目设计软件功能，可完整讲解代码及如何实现。计算机，，软件工程 计科，毕设 接急单,0,59,05月09日 15:07,0,笛沫Sunny,female,,
Java_Mon_May_09_000000_CST_2022_15.json,unknown,0,毕业设计 毕业设计快到尾声了还没做毕业设计的同学可以联系我 有现成成品 也可以定制毕设小程序，app。 java ，vue等不限制需求，可根据题目设计软件功能，可完整讲解代码及如何实现。计算机，，软件工程 计科，毕设 接急单,0,59,05月09日 15:07,0,笛沫Sunny,female,,
Java_Mon_May_09_000000_CST_2022_15.json,unknown,0,设计 毕业设计快到尾声了还没做毕业设计的同学可以联系我 有现成成品 也可以定制毕设小程序，app。 java ，vue等不限制需求，可根据题目设计软件功能，可完整讲解代码及如何实现。计算机，，软件工程 计科，毕设 接急单,0,59,05月09日 15:07,0,笛沫Sunny,female,,
Java_Mon_May_09_000000_CST_2022_15.json,江苏,0,设计 毕业设计快到尾声了还没做毕业设计的同学可以联系我 有现成成品 也可以定制毕设小程序，app。 java ，vue等不限制需求，可根据题目设计软件功能，可完整讲解代码及如何实现。计算机，，软件工程 计科，毕设 接急单,0,1013,05月09日 15:05,0,非凸科技,male,,
Java_Mon_May_09_000000_CST_2022_16.json,浙江,1,设计 毕业设计快到尾声了还没做毕业设计的同学可以联系我 有现成成品 也可以定制毕设小程序，app。 java ，vue等不限制需求，可根据题目设计软件功能，可完整讲解代码及如何实现。计算机，，软件工程 计科，毕设 接急单,0,117,05月09日 15:02,0,嘿砚圈快走开,female,,
Java_Mon_May_09_000000_CST_2022_16.json,浙江,0,今天已经9号了。24号会结束三个final，31号最后一个final。然后就放假了。时间过的好快啊！这学期还剩，五六场考试，一个数学as，一个speech，一个speech outline，一个java project，一篇essay就结束啦！,1,220,05月09日 16:41,0,不是包包是公主,female,,
Java_Mon_May_09_000000_CST_2022_16.json,四川,1,上海招聘Java人员，快来嘛，20年的也接受！,1,111,05月09日 16:40,1,小麋大鹿,female,,
Java_Mon_May_09_000000_CST_2022_16.json,湖南,3,钟辰乐@KHCHENLE 我给乐乐推个游戏 推箱子小游戏 之前在泡泡里和乐乐说过的，不知道乐乐看到过没（ps：Java运行，CSDN爬下来的）哈哈哈哈哈 L只是在陪他们长大的妹or姐的微博视频,0,5,05月09日 16:38,0,只是在陪他们长大的妹or姐,female,,
Java_Mon_May_09_000000_CST_2022_16.json,山东,1,匆忙的JAVA课 L攥着拳头说要努力赚钱的微博视频,0,16,05月09日 16:30,4,攥着拳头说要努力赚钱,female,,
Java_Mon_May_09_000000_CST_2022_16.json,unknown,0,#毕业设计##计算机毕业设计##毕设#毕业设计做好再付，计算机 软件 设计指导，Java，Python，PHP，jsp web，人脸识别，安卓Android，毕设指导，代码讲解指导 。姐妹们，毕设接近尾声了，还没做的，快来 滴滴我哟,0,2487,05月09日 16:29,0,胖朱迪的半口奶酪,female,,
Java_Mon_May_09_000000_CST_2022_16.json,unknown,6,吴海东fzu在您早上的座位发现惊人之物，从实招来@喝杯Java慢慢说,0,60,05月09日 16:22,7,猪猪女孩two,female,,
Java_Mon_May_09_000000_CST_2022_16.json,unknown,0,#原来学计算机的不会修电脑#因为我发敲代码的照片在朋友圈，我的高中老师就以为我对电脑可明白了，这个电脑开不开，这个软件打不开了，都来问我，但我真的就学个c语言，上学期前端没学明白，c语言这学期也白废，下学期的java我觉得也凉凉,0,656,05月09日 16:20,20,-桃子味儿汽水儿-,female,,
Java_Mon_May_09_000000_CST_2022_16.json,unknown,1,java的一大家子,0,269,05月09日 16:19,0,银河系行走的猫老板,female,,
Java_Mon_May_09_000000_CST_2022_16.json,unknown,0,我真的是谢谢你，讲课的时候说用虚拟机balabala，现在期末说什么项目用java和mongodb，我tmd mongodb在虚拟机上怎么跟本地java连啊，你也不教，tmd刚学会爬，现在就要我开始跑800是吧,0,4,05月09日 16:06,0,小熊要当太空人,female,,
Java_Mon_May_09_000000_CST_2022_17.json,重庆,0,#原来学计算机的不会修电脑#真的不会修！！！学计算机不是学修电脑的我们学Java，C语言这类的突然想起我一个朋友，与电脑有关的全来问我，都不直接找度娘，全找我，关键是遇到不会的，我还得自己度娘了，然后给她讲明白??,0,2341,05月09日 16:06,13,月离公子,female,,
Java_Mon_May_09_000000_CST_2022_17.json,unknown,0,想六月底离校但要把新方案拿出来才敢给老师提要求发现做安全的基本上用的都是c/c++或者goJava真的好慢老师曾经说过：安全是看不到的东西,0,9,05月09日 17:58,0,用户2324828,female,,
Java_Mon_May_09_000000_CST_2022_17.json,unknown,0,#计算机二级java学习笔记# 在小红叉处会有中文解释错误在哪里.真是良心软件.开心,0,3,05月09日 17:56,0,春风会来2022,male,,
Java_Mon_May_09_000000_CST_2022_17.json,unknown,0,#计算机二级java学习笔记# 在小红叉处会有中文解释错误在哪里.真是良心软件.开心,0,7,05月09日 17:56,0,熊牛记,male,,
Java_Mon_May_09_000000_CST_2022_17.json,江苏,1,线下第一节java的课堂笔记,0,8,05月09日 17:49,1,9摘个sing叭,female,,
Java_Mon_May_09_000000_CST_2022_17.json,北京,3,面试结束了！半结构化面试，三个人一组。和我一组的两个兄弟都是技术岗的，问他们的问题都是什么java 前端后端数据库，我完全听不懂，慌得一批。结果到我了问我“大学里最有成就感的一件事是什么”我就,0,1213,05月09日 17:48,0,不许叫叔叔啊,male,,
Java_Mon_May_09_000000_CST_2022_17.json,unknown,0,刚去求职的时候有人和我说要一份简历走天下 大可不必面向岗位写简历我现在想报一个电影节的志愿者不知道写我“精通C++和java 做过MIPS32模型机 ……这种的会不会被刷,0,34,05月09日 17:40,0,百里星罗,female,,
Java_Mon_May_09_000000_CST_2022_17.json,上海,3,晕晕我在青野那边评论都有人认出我头像是癞塔，java实火,0,37,05月09日 17:33,0,我们还要活多久,female,,
Java_Mon_May_09_000000_CST_2022_17.json,北京,0,张同学：在职Java开发，经口碑推荐，为提升薪资，转好程序员京东云大数据共建班；学习心得：同学们都很优秀，学习都很刻苦，有点内卷 L好程序员特训营的微博视频,0,1.3万,05月09日 17:20,0,好程序员特训营,male,,
Java_Mon_May_09_000000_CST_2022_17.json,福建,0,卧槽java尼玛币,0,79,05月09日 17:14,0,家有小纺,female,,
Java_Mon_May_09_000000_CST_2022_17.json,广东,1,深圳招聘 招java开发工程师，福利待遇优，有兴趣私信联系！！！,0,76,05月09日 17:05,0,肥大田,female,,
Java_Mon_May_09_000000_CST_2022_18.json,重庆,0,各位大佬有没有power builder代做啊Python#java#,0,15,05月09日 17:00,1,Ashleyep,female,,
Java_Mon_May_09_000000_CST_2022_18.json,北京,1,在国内#互联网# 的#编程# 开发中mybatis组件使用较多，但是在软件产品公司中使用springdatajpa技术比较多，因为要考虑数据库可移植性问题，但是作为#java##程序员# 这些还是都需要掌握的，系统的学习才是最重要的 LYOOTK李兴华的微博视频,1,70.2万,05月09日 18:58,7,YOOTK李兴华,male,,
Java_Mon_May_09_000000_CST_2022_18.json,江苏,1,我以为是那个Java，，//@甜甜de土ba鼠:我不是java嬷//@私奔季入睡:@甜甜de土ba鼠 查看图片,0,427,05月09日 18:57,1,·吉尓伽美什·,female,,
Java_Mon_May_09_000000_CST_2022_18.json,天津,1,我不是java嬷//@私奔季入睡:@甜甜de土ba鼠 查看图片,1,200,05月09日 18:55,4,土ba鼠甜甜厨,female,,
Java_Mon_May_09_000000_CST_2022_18.json,unknown,0,Java高级194_新旧日期的典型转换#哔哩哔哩动画# OJava高级194_新旧日期的典型转换,0,1,05月09日 18:53,0,杨博士Java学院,male,,
Java_Mon_May_09_000000_CST_2022_18.json,新加坡,71,5836【投稿】这是可以说的吗，最近投稿来看感觉你厕诞生了Java嬷这种东西??,7,1.4万,05月09日 18:53,2,嗯男隔空喊话bot,female,,
Java_Mon_May_09_000000_CST_2022_18.json,新加坡,39,5835【投稿】天天投java哥大脸的都是癞癞深柜,0,1.4万,05月09日 18:53,5,嗯男隔空喊话bot,female,,
Java_Mon_May_09_000000_CST_2022_18.json,unknown,2,99%的人不知道的Java新旧日期转换技巧#哔哩哔哩动画# OJava高级195_99%的人不知道的Java新旧日期转换技巧,1,1,05月09日 18:34,3,杨博士Java学院,male,,
Java_Mon_May_09_000000_CST_2022_19.json,unknown,0,发布了头条文章：《如何高效学习Java开发？》 O如何高效学习Java开发？,0,1785,05月09日 18:28,0,职坐标,male,,
Java_Mon_May_09_000000_CST_2022_19.json,北京,6,我宁愿在家弹几年没碰过的琴??都没心思学学写代码 就是说 python&java掌握程度：0%,0,601,05月09日 19:52,3,幸福小喵咩p,female,,
Java_Mon_May_09_000000_CST_2022_19.json,unknown,0,#毕业设计##计算机毕业设计##毕设#毕业设计手上的项目快结束了，可以做比较急的。计算机 软件 课程设计，毕业设计指导，Java，Python，PHP，jsp web，人脸识别，安卓Android，机器学习，毕设指导，代码讲解指导 。 可以做加急,0,2.7万,05月09日 19:48,0,_未来尚可期,male,,
Java_Mon_May_09_000000_CST_2022_19.json,unknown,0,看了一天Java哥了，有点超标，对我不好,0,54,05月09日 19:47,1,我不会起名随便起得,male,,
Java_Mon_May_09_000000_CST_2022_19.json,黑龙江,0,java课=练手速python课=找不同我是不是没救了,0,3,05月09日 19:43,0,肚纸顾顾叫wl,female,,
Java_Mon_May_09_000000_CST_2022_19.json,山西,0,Java有没有大佬愿意帮我搞一个navicat12的破解版呀?,0,33,05月09日 19:31,1,渴望暴富的小甜饼,female,,
Java_Mon_May_09_000000_CST_2022_19.json,unknown,3,#婉拒了哈#我的意识：现在该学Java啦我的身体：婉拒了哈,0,50,05月09日 19:15,2,_敷衍大王_,female,,
Java_Mon_May_09_000000_CST_2022_19.json,福建,25,算了，不跟你们卷了，Java 不要了，Rust 与 Go 也不要了。就耍 Common Lisp 了，还有 Python/PHP/JS/TS 是必不可少，够了。,6,23.6万,05月09日 19:14,10,2gua,male,,
Java_Mon_May_09_000000_CST_2022_19.json,北京,2,外行人永远在看热闹，顺时当舔狗，逆时狗讨嫌#互联网# 中不再吸收低端人员了，这也是我一直说大家要往综合能力培养的关键，尤其是#程序员# 一定要在上学时就打好基础才行后天的java培训很容易让你误入歧途,0,70.2万,05月09日 19:11,3,YOOTK李兴华,male,,
Java_Mon_May_09_000000_CST_2022_19.json,unknown,0,Java高级190_夏令时（上）#哔哩哔哩动画# OJava高级190_夏令时（上）,0,1,05月09日 19:08,0,杨博士Java学院,male,,
Java_Mon_May_09_000000_CST_2022_19.json,江苏,0,你妈逼再看见Java哥高p感觉我的眼睛快瞎了,0,25,05月09日 19:06,0,无响应电子糖,female,,
Java_Mon_May_09_000000_CST_2022_20.json,unknown,0,Java高级189_Clock类#哔哩哔哩动画# OJava高级189_Clock类,0,1,05月09日 19:00,0,杨博士Java学院,male,,
Java_Mon_May_09_000000_CST_2022_20.json,unknown,2,我爱java这种极限补作业却什么也不会的感觉,0,118,05月09日 20:59,0,喜欢绿袜子嘛,female,,
Java_Mon_May_09_000000_CST_2022_20.json,unknown,0,HTML5 崛起之时，Java 桌面时代就已经终结了详情==> OHTML5 崛起之时，Java 桌面时代就已经终结了,0,22.4万,05月09日 20:47,0,程师视野,male,,
Java_Mon_May_09_000000_CST_2022_20.json,海南,1,? GNOME 专利巨魔被剥夺了专利? 报告称 Oracle Java 的受欢迎程度在下滑? 加密货币市场下跌 2000 亿美元，11 月以来比特币下跌 50%#硬核观察# 631 05.09O网页链接 LLinux中国的微博视频,0,9万,05月09日 20:07,0,Linux中国,male,,
Java_Mon_May_09_000000_CST_2022_20.json,广东,4,你们干脆叫java隔空喊话bot算了,0,102,05月09日 20:02,0,甜味放射性,female,,
Java_Mon_May_09_000000_CST_2022_21.json,unknown,1,计算机毕设 接Java,0,16,05月09日 20:01,0,你好Shaw,male,,
Java_Mon_May_09_000000_CST_2022_21.json,山东,0,studyaccount【学习打卡】Day13今天是java白痴,0,96,05月09日 21:59,0,Yaaanph,female,,
Java_Mon_May_09_000000_CST_2022_21.json,浙江,0,我也是刚一周前发现以前java的直播间有几天r姐拿来代播的，不评价，反正瓜条也不差这点添头了,0,1,05月09日 21:58,0,一杯旧雪,male,,
Java_Mon_May_09_000000_CST_2022_21.json,安徽,0,1441【投稿】java,0,378,05月09日 21:58,2,树皮产品独立卫浴,female,,
Java_Mon_May_09_000000_CST_2022_21.json,北京,4,java大爷多少有点瞧不起我,0,617,05月09日 21:56,0,热心王友小荔枝,female,,
